u,v,length_m
408629812,408630283,214.21404165208526
408629820,408629913,85.39549521533093
408629820,4270653070,76.6305941801089
408629865,411809365,75.35734980246995
408629881,408629889,47.185628931906045
408629881,4172468599,79.85668856394716
408629881,411809455,102.22464874931677
408629889,408630436,79.56314289521701
408629889,408629898,29.602950344726857
408629889,408630433,102.9621948418368
408629898,408629906,48.534027214008276
408629898,411809407,104.11293783834256
408629898,411809398,80.52657061043404
408629906,4172468600,81.56628993822038
408629906,2177261770,103.96803444678774
408629913,408629921,91.86480183354439
408629913,408630324,178.9310662799147
408629921,408629946,89.4903331325805
408629946,408630349,56.21677444074052
408629946,1273538310,46.69092642007417
408629946,408630262,36.54266273430388
408629951,408630056,79.41671654558526
408629951,408629961,23.075847418127637
408629951,1273538310,66.13862156735598
408629951,5874072955,191.98122373395046
408629961,4172468616,63.52395501575918
408629961,408630052,68.45376851485159
408630017,2974860565,12.104499847540861
408630017,408630042,184.53483576042575
408630017,411934904,13.219787976438454
408630017,411941422,54.94773710027562
408630042,411941462,56.23708707510479
408630042,1482461366,47.67666604018002
408630052,408630056,24.848667918079546
408630052,1273635626,144.66723615290383
408630052,4442989683,18.076036254560307
408630056,408630061,100.00404317997175
408630056,4442989683,14.007436173264946
408630061,2840658993,26.852356888280866
408630061,408630262,93.11092473067228
408630066,408630279,101.24252120468036
408630066,408630072,87.8179402244944
408630066,2840658986,23.84720696390079
408630066,2840658996,93.87041483605785
408630072,408630283,115.41840067442322
408630072,408630106,13.61818721515276
408630106,2840658986,72.04962280346213
408630106,411852454,125.43905440549558
408630121,408630130,73.82201116229727
408630121,4357800105,41.02069970795422
408630121,4442989683,18.42337787755318
408630130,411812749,88.2528366164372
408630130,411852333,83.02681969258408
408630134,2974860564,11.146140807726095
408630134,408630139,64.10574947516139
408630134,411852333,17.167503551804977
408630134,1273833547,127.03654372253659
408630139,10717352303,15.254537326255624
408630139,408630159,136.64522161924194
408630159,10019281863,30.052689076406097
408630159,408630164,27.795888753834745
408630164,411934844,29.786177611934935
408630164,2974860565,19.44153815418883
408630227,5874072955,101.04043251007074
408630262,408630274,70.54866804160943
408630274,1273661734,39.433997799660105
408630274,408630279,69.04015429447175
408630283,1427773408,260.3625769062597
408630294,2840658984,88.38043855003707
408630294,791159996,41.87720314195214
408630294,411812751,160.08391903880073
408630311,411812724,74.8566770863421
408630311,6489455798,47.6497464370212
408630311,411812753,140.42124809235034
408630324,5874072955,95.32033393416899
408630349,408630349,333.1461009846157
408630433,1658531441,65.3250528446003
408630433,411809407,30.017213696818423
408630433,411809455,45.534881676970436
408630436,4172468599,47.24150004321563
408630436,408630441,27.99744934568825
408630436,411809398,29.457239400561917
411809365,1658531439,182.7288190293753
411809390,411809398,27.85916396281401
411809398,4172468600,48.78418764033588
411809407,2177261770,48.25046595323584
411809407,1658531441,80.77943904692066
411809455,411809463,106.09622688137475
411809463,5491440835,24.033040484273712
411809463,411809489,62.90253093077261
411809489,4356505464,66.38862917238956
411812724,411812755,122.42453595430763
411812724,411812725,83.78477259307606
411812724,411812756,90.0850432052386
411812725,411812726,51.52650439015005
411812725,411812757,104.68047942543888
411812726,411852453,91.5604306846779
411812726,411812727,10.931764187488772
411812727,411812728,46.43269017306846
411812727,4003418801,91.01966469881845
411812728,411812729,89.83362359003803
411812728,411812760,148.91721715564123
411812729,411812730,86.60092077772798
411812729,8794575352,158.3499831583136
411812729,411812763,89.93886842362767
411812730,4103896336,43.21462941025109
411812730,411812742,191.44408785854208
411812731,411812736,128.36176950011176
411812731,411852452,89.45691946912532
411812731,4103896336,11.919905745808542
411812736,411812765,87.07770056225675
411812736,1273717090,59.76901583993647
411812741,4103896371,29.077412204874907
411812741,411812742,47.95840963157028
411812741,1273717090,47.10164240254422
411812742,411812743,82.19204227219448
411812743,411812744,85.44083713200723
411812743,8794575352,53.47818276777158
411812744,411812761,82.33441988574444
411812744,411812745,106.32258435561103
411812744,1273767554,51.89969460701367
411812745,411812758,83.10438814610035
411812745,411812746,84.35649181475037
411812745,411812759,81.991113870975
411812746,411812747,74.58522981177241
411812746,411812755,154.65950279212944
411812747,411812748,56.47529224209019
411812747,411812753,155.12542019866353
411812748,411812749,56.68131256260851
411812748,411852334,81.99055380067712
411812749,411812751,159.18557661601807
411812751,411812752,87.00612999939644
411812752,4357800105,49.690789579773835
411812752,2840658983,56.2739344169078
411812753,411812755,73.56009205507173
411812755,411812757,82.75221107891534
411812756,6489455799,121.6844962079692
411812756,411852453,133.27830635292588
411812757,411812758,69.88111926358441
411812758,411812760,106.49346504876138
